data,concelho,var,n
2010/1 Trimestre,Loures,Preço de Venda / m2,1326
2010/1 Trimestre,Mafra,Preço de Venda / m2,928
2010/1 Trimestre,Oeiras,Preço de Venda / m2,1581
2010/1 Trimestre,Sintra,Preço de Venda / m2,1116
2010/1 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1390
2010/1 Trimestre,Amadora,Preço de Venda / m2,1235
2010/1 Trimestre,Odivelas,Preço de Venda / m2,1609
2010/1 Trimestre,Almada,Preço de Venda / m2,1148
2010/1 Trimestre,Barreiro,Preço de Venda / m2,977
2010/1 Trimestre,Moita,Preço de Venda / m2,1144
2010/1 Trimestre,Montijo,Preço de Venda / m2,1082
2010/1 Trimestre,Palmela,Preço de Venda / m2,996
2010/1 Trimestre,Seixal,Preço de Venda / m2,1121
2010/1 Trimestre,Sesimbra,Preço de Venda / m2,1196
2010/1 Trimestre,Setúbal,Preço de Venda / m2,1113
2010/1 Trimestre,Maia,Preço de Venda / m2,1310
2010/1 Trimestre,Matosinhos,Preço de Venda / m2,1561
2010/1 Trimestre,Porto,Preço de Venda / m2,1793
2010/1 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,1311
2010/1 Trimestre,Cascais,Fogos Vendidos,655
2010/1 Trimestre,Lisboa,Fogos Vendidos,2303
2010/1 Trimestre,Loures,Fogos Vendidos,498
2010/1 Trimestre,Mafra,Fogos Vendidos,284
2010/1 Trimestre,Oeiras,Fogos Vendidos,610
2010/1 Trimestre,Sintra,Fogos Vendidos,969
2010/1 Trimestre,Vila Franca de Xira,Fogos Vendidos,408
2010/1 Trimestre,Amadora,Fogos Vendidos,489
2010/1 Trimestre,Odivelas,Fogos Vendidos,428
2010/1 Trimestre,Maia,Fogos Vendidos,389
2010/1 Trimestre,Matosinhos,Fogos Vendidos,604
2010/1 Trimestre,Porto,Fogos Vendidos,1105
2010/1 Trimestre,Vila Nova de Gaia,Fogos Vendidos,1134
2010/1 Trimestre,Almada,Fogos Vendidos,571
2010/1 Trimestre,Barreiro,Fogos Vendidos,235
2010/1 Trimestre,Moita,Fogos Vendidos,160
2010/1 Trimestre,Montijo,Fogos Vendidos,167
2010/1 Trimestre,Palmela,Fogos Vendidos,230
2010/1 Trimestre,Seixal,Fogos Vendidos,507
2010/1 Trimestre,Sesimbra,Fogos Vendidos,243
2010/1 Trimestre,Setúbal,Fogos Vendidos,348
2010/2 Trimestre,Cascais,Preço de Venda / m2,1759
2010/2 Trimestre,Lisboa,Preço de Venda / m2,2245
2010/2 Trimestre,Loures,Preço de Venda / m2,1376
2010/2 Trimestre,Mafra,Preço de Venda / m2,833
2010/2 Trimestre,Oeiras,Preço de Venda / m2,1713
2010/2 Trimestre,Sintra,Preço de Venda / m2,1138
2010/2 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1479
2010/2 Trimestre,Amadora,Preço de Venda / m2,1300
2010/2 Trimestre,Odivelas,Preço de Venda / m2,1374
2010/2 Trimestre,Almada,Preço de Venda / m2,1102
2010/2 Trimestre,Barreiro,Preço de Venda / m2,1064
2010/2 Trimestre,Moita,Preço de Venda / m2,1128
2010/2 Trimestre,Montijo,Preço de Venda / m2,1071
2010/2 Trimestre,Palmela,Preço de Venda / m2,941
2010/2 Trimestre,Seixal,Preço de Venda / m2,1288
2010/2 Trimestre,Sesimbra,Preço de Venda / m2,1102
2010/2 Trimestre,Setúbal,Preço de Venda / m2,1157
2010/2 Trimestre,Maia,Preço de Venda / m2,1272
2010/2 Trimestre,Matosinhos,Preço de Venda / m2,1359
2010/2 Trimestre,Porto,Preço de Venda / m2,1941
2010/2 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,1326
2010/2 Trimestre,Cascais,Fogos Vendidos,697
2010/2 Trimestre,Lisboa,Fogos Vendidos,2060
2010/2 Trimestre,Loures,Fogos Vendidos,689
2010/2 Trimestre,Mafra,Fogos Vendidos,257
2010/2 Trimestre,Oeiras,Fogos Vendidos,641
2010/2 Trimestre,Sintra,Fogos Vendidos,974
2010/2 Trimestre,Vila Franca de Xira,Fogos Vendidos,463
2010/2 Trimestre,Amadora,Fogos Vendidos,539
2010/2 Trimestre,Odivelas,Fogos Vendidos,438
2010/2 Trimestre,Maia,Fogos Vendidos,499
2010/2 Trimestre,Matosinhos,Fogos Vendidos,608
2010/2 Trimestre,Porto,Fogos Vendidos,1149
2010/2 Trimestre,Vila Nova de Gaia,Fogos Vendidos,1062
2010/2 Trimestre,Almada,Fogos Vendidos,573
2010/2 Trimestre,Barreiro,Fogos Vendidos,269
2010/2 Trimestre,Moita,Fogos Vendidos,166
2010/2 Trimestre,Montijo,Fogos Vendidos,228
2010/2 Trimestre,Palmela,Fogos Vendidos,248
2010/2 Trimestre,Seixal,Fogos Vendidos,558
2010/2 Trimestre,Sesimbra,Fogos Vendidos,244
2010/2 Trimestre,Setúbal,Fogos Vendidos,351
2010/3 Trimestre,Cascais,Preço de Venda / m2,1619
2010/3 Trimestre,Lisboa,Preço de Venda / m2,2104
2010/3 Trimestre,Loures,Preço de Venda / m2,1276
2010/3 Trimestre,Mafra,Preço de Venda / m2,1316
2010/3 Trimestre,Oeiras,Preço de Venda / m2,1610
2010/3 Trimestre,Sintra,Preço de Venda / m2,1182
2010/3 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1223
2010/3 Trimestre,Amadora,Preço de Venda / m2,1309
2010/3 Trimestre,Odivelas,Preço de Venda / m2,1326
2010/3 Trimestre,Almada,Preço de Venda / m2,1351
2010/3 Trimestre,Montijo,Preço de Venda / m2,1030
2010/3 Trimestre,Palmela,Preço de Venda / m2,1088
2010/3 Trimestre,Seixal,Preço de Venda / m2,1246
2010/3 Trimestre,Sesimbra,Preço de Venda / m2,1189
2010/3 Trimestre,Setúbal,Preço de Venda / m2,1104
2010/3 Trimestre,Maia,Preço de Venda / m2,1342
2010/3 Trimestre,Matosinhos,Preço de Venda / m2,1302
2010/3 Trimestre,Porto,Preço de Venda / m2,1890
2010/3 Trimestre,Póvoa de Varzim,Preço de Venda / m2,910
2010/3 Trimestre,Vila do Conde,Preço de Venda / m2,1100
2010/3 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,1384
2010/3 Trimestre,Cascais,Fogos Vendidos,606
2010/3 Trimestre,Lisboa,Fogos Vendidos,1816
2010/3 Trimestre,Loures,Fogos Vendidos,575
2010/3 Trimestre,Mafra,Fogos Vendidos,284
2010/3 Trimestre,Oeiras,Fogos Vendidos,505
2010/3 Trimestre,Sintra,Fogos Vendidos,936
2010/3 Trimestre,Vila Franca de Xira,Fogos Vendidos,373
2010/3 Trimestre,Amadora,Fogos Vendidos,435
2010/3 Trimestre,Odivelas,Fogos Vendidos,337
2010/3 Trimestre,Maia,Fogos Vendidos,407
2010/3 Trimestre,Matosinhos,Fogos Vendidos,541
2010/3 Trimestre,Porto,Fogos Vendidos,1130
2010/3 Trimestre,Póvoa de Varzim,Fogos Vendidos,262
2010/3 Trimestre,Vila do Conde,Fogos Vendidos,232
2010/3 Trimestre,Vila Nova de Gaia,Fogos Vendidos,991
2010/3 Trimestre,Almada,Fogos Vendidos,576
2010/3 Trimestre,Montijo,Fogos Vendidos,195
2010/3 Trimestre,Palmela,Fogos Vendidos,153
2010/3 Trimestre,Seixal,Fogos Vendidos,455
2010/3 Trimestre,Sesimbra,Fogos Vendidos,188
2010/3 Trimestre,Setúbal,Fogos Vendidos,364
2010/4 Trimestre,Cascais,Preço de Venda / m2,1784
2010/4 Trimestre,Lisboa,Preço de Venda / m2,2092
2010/4 Trimestre,Loures,Preço de Venda / m2,1206
2010/4 Trimestre,Mafra,Preço de Venda / m2,789
2010/4 Trimestre,Oeiras,Preço de Venda / m2,1625
2010/4 Trimestre,Sintra,Preço de Venda / m2,1038
2010/4 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1233
2010/4 Trimestre,Amadora,Preço de Venda / m2,1278
2010/4 Trimestre,Odivelas,Preço de Venda / m2,1217
2010/4 Trimestre,Almada,Preço de Venda / m2,1240
2010/4 Trimestre,Montijo,Preço de Venda / m2,1309
2010/4 Trimestre,Palmela,Preço de Venda / m2,857
2010/4 Trimestre,Seixal,Preço de Venda / m2,1378
2010/4 Trimestre,Sesimbra,Preço de Venda / m2,1663
2010/4 Trimestre,Setúbal,Preço de Venda / m2,1014
2010/4 Trimestre,Matosinhos,Preço de Venda / m2,1396
2010/4 Trimestre,Porto,Preço de Venda / m2,1870
2010/4 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,1360
2010/4 Trimestre,Cascais,Fogos Vendidos,709
2010/4 Trimestre,Lisboa,Fogos Vendidos,2040
2010/4 Trimestre,Loures,Fogos Vendidos,491
2010/4 Trimestre,Mafra,Fogos Vendidos,248
2010/4 Trimestre,Oeiras,Fogos Vendidos,477
2010/4 Trimestre,Sintra,Fogos Vendidos,893
2010/4 Trimestre,Vila Franca de Xira,Fogos Vendidos,332
2010/4 Trimestre,Amadora,Fogos Vendidos,395
2010/4 Trimestre,Odivelas,Fogos Vendidos,341
2010/4 Trimestre,Matosinhos,Fogos Vendidos,595
2010/4 Trimestre,Porto,Fogos Vendidos,1173
2010/4 Trimestre,Vila Nova de Gaia,Fogos Vendidos,1039
2010/4 Trimestre,Almada,Fogos Vendidos,453
2010/4 Trimestre,Montijo,Fogos Vendidos,174
2010/4 Trimestre,Palmela,Fogos Vendidos,161
2010/4 Trimestre,Seixal,Fogos Vendidos,415
2010/4 Trimestre,Sesimbra,Fogos Vendidos,235
2010/4 Trimestre,Setúbal,Fogos Vendidos,410
2011/1 Trimestre,Cascais,Preço de Venda / m2,1589
2011/1 Trimestre,Lisboa,Preço de Venda / m2,1922
2011/1 Trimestre,Loures,Preço de Venda / m2,1169
2011/1 Trimestre,Mafra,Preço de Venda / m2,1114
2011/1 Trimestre,Oeiras,Preço de Venda / m2,1414
2011/1 Trimestre,Sintra,Preço de Venda / m2,965
2011/1 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1099
2011/1 Trimestre,Amadora,Preço de Venda / m2,1217
2011/1 Trimestre,Odivelas,Preço de Venda / m2,1274
2011/1 Trimestre,Almada,Preço de Venda / m2,1083
2011/1 Trimestre,Barreiro,Preço de Venda / m2,765
2011/1 Trimestre,Montijo,Preço de Venda / m2,956
2011/1 Trimestre,Palmela,Preço de Venda / m2,847
2011/1 Trimestre,Seixal,Preço de Venda / m2,1103
2011/1 Trimestre,Sesimbra,Preço de Venda / m2,1070
2011/1 Trimestre,Setúbal,Preço de Venda / m2,937
2011/1 Trimestre,Gondomar,Preço de Venda / m2,723
2011/1 Trimestre,Maia,Preço de Venda / m2,895
2011/1 Trimestre,Matosinhos,Preço de Venda / m2,1226
2011/1 Trimestre,Porto,Preço de Venda / m2,1418
2011/1 Trimestre,Vila do Conde,Preço de Venda / m2,853
2011/1 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,1085
2011/1 Trimestre,Cascais,Fogos Vendidos,455
2011/1 Trimestre,Lisboa,Fogos Vendidos,1602
2011/1 Trimestre,Loures,Fogos Vendidos,396
2011/1 Trimestre,Mafra,Fogos Vendidos,173
2011/1 Trimestre,Oeiras,Fogos Vendidos,431
2011/1 Trimestre,Sintra,Fogos Vendidos,764
2011/1 Trimestre,Vila Franca de Xira,Fogos Vendidos,295
2011/1 Trimestre,Amadora,Fogos Vendidos,318
2011/1 Trimestre,Odivelas,Fogos Vendidos,275
2011/1 Trimestre,Gondomar,Fogos Vendidos,304
2011/1 Trimestre,Maia,Fogos Vendidos,312
2011/1 Trimestre,Matosinhos,Fogos Vendidos,542
2011/1 Trimestre,Porto,Fogos Vendidos,880
2011/1 Trimestre,Vila do Conde,Fogos Vendidos,198
2011/1 Trimestre,Vila Nova de Gaia,Fogos Vendidos,751
2011/1 Trimestre,Almada,Fogos Vendidos,389
2011/1 Trimestre,Barreiro,Fogos Vendidos,186
2011/1 Trimestre,Moita,Fogos Vendidos,125
2011/1 Trimestre,Montijo,Fogos Vendidos,134
2011/1 Trimestre,Palmela,Fogos Vendidos,168
2011/1 Trimestre,Seixal,Fogos Vendidos,311
2011/1 Trimestre,Sesimbra,Fogos Vendidos,153
2011/1 Trimestre,Setúbal,Fogos Vendidos,225
2011/2 Trimestre,Cascais,Preço de Venda / m2,1488
2011/2 Trimestre,Lisboa,Preço de Venda / m2,1879
2011/2 Trimestre,Loures,Preço de Venda / m2,1247
2011/2 Trimestre,Mafra,Preço de Venda / m2,1055
2011/2 Trimestre,Oeiras,Preço de Venda / m2,1455
2011/2 Trimestre,Sintra,Preço de Venda / m2,975
2011/2 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1060
2011/2 Trimestre,Amadora,Preço de Venda / m2,1156
2011/2 Trimestre,Odivelas,Preço de Venda / m2,1177
2011/2 Trimestre,Almada,Preço de Venda / m2,1056
2011/2 Trimestre,Barreiro,Preço de Venda / m2,927
2011/2 Trimestre,Montijo,Preço de Venda / m2,893
2011/2 Trimestre,Palmela,Preço de Venda / m2,1164
2011/2 Trimestre,Seixal,Preço de Venda / m2,1045
2011/2 Trimestre,Sesimbra,Preço de Venda / m2,916
2011/2 Trimestre,Setúbal,Preço de Venda / m2,931
2011/2 Trimestre,Gondomar,Preço de Venda / m2,728
2011/2 Trimestre,Maia,Preço de Venda / m2,785
2011/2 Trimestre,Matosinhos,Preço de Venda / m2,1301
2011/2 Trimestre,Porto,Preço de Venda / m2,1253
2011/2 Trimestre,Póvoa de Varzim,Preço de Venda / m2,1034
2011/2 Trimestre,Valongo,Preço de Venda / m2,666
2011/2 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,1008
2011/2 Trimestre,Cascais,Fogos Vendidos,481
2011/2 Trimestre,Lisboa,Fogos Vendidos,1593
2011/2 Trimestre,Loures,Fogos Vendidos,347
2011/2 Trimestre,Mafra,Fogos Vendidos,175
2011/2 Trimestre,Oeiras,Fogos Vendidos,403
2011/2 Trimestre,Sintra,Fogos Vendidos,708
2011/2 Trimestre,Vila Franca de Xira,Fogos Vendidos,275
2011/2 Trimestre,Amadora,Fogos Vendidos,304
2011/2 Trimestre,Odivelas,Fogos Vendidos,215
2011/2 Trimestre,Gondomar,Fogos Vendidos,343
2011/2 Trimestre,Maia,Fogos Vendidos,265
2011/2 Trimestre,Matosinhos,Fogos Vendidos,472
2011/2 Trimestre,Porto,Fogos Vendidos,874
2011/2 Trimestre,Póvoa de Varzim,Fogos Vendidos,186
2011/2 Trimestre,Valongo,Fogos Vendidos,232
2011/2 Trimestre,Vila Nova de Gaia,Fogos Vendidos,813
2011/2 Trimestre,Almada,Fogos Vendidos,411
2011/2 Trimestre,Barreiro,Fogos Vendidos,162
2011/2 Trimestre,Montijo,Fogos Vendidos,120
2011/2 Trimestre,Palmela,Fogos Vendidos,129
2011/2 Trimestre,Seixal,Fogos Vendidos,299
2011/2 Trimestre,Sesimbra,Fogos Vendidos,170
2011/2 Trimestre,Setúbal,Fogos Vendidos,229
2011/3 Trimestre,Cascais,Preço de Venda / m2,1481
2011/3 Trimestre,Lisboa,Preço de Venda / m2,1851
2011/3 Trimestre,Loures,Preço de Venda / m2,1340
2011/3 Trimestre,Mafra,Preço de Venda / m2,956
2011/3 Trimestre,Oeiras,Preço de Venda / m2,1361
2011/3 Trimestre,Sintra,Preço de Venda / m2,917
2011/3 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1021
2011/3 Trimestre,Amadora,Preço de Venda / m2,1105
2011/3 Trimestre,Odivelas,Preço de Venda / m2,1273
2011/3 Trimestre,Almada,Preço de Venda / m2,966
2011/3 Trimestre,Barreiro,Preço de Venda / m2,711
2011/3 Trimestre,Moita,Preço de Venda / m2,596
2011/3 Trimestre,Montijo,Preço de Venda / m2,826
2011/3 Trimestre,Palmela,Preço de Venda / m2,1069
2011/3 Trimestre,Seixal,Preço de Venda / m2,937
2011/3 Trimestre,Sesimbra,Preço de Venda / m2,1713
2011/3 Trimestre,Setúbal,Preço de Venda / m2,810
2011/3 Trimestre,Maia,Preço de Venda / m2,930
2011/3 Trimestre,Matosinhos,Preço de Venda / m2,1277
2011/3 Trimestre,Porto,Preço de Venda / m2,1674
2011/3 Trimestre,Póvoa de Varzim,Preço de Venda / m2,939
2011/3 Trimestre,Vila do Conde,Preço de Venda / m2,730
2011/3 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,899
2011/3 Trimestre,Cascais,Fogos Vendidos,328
2011/3 Trimestre,Lisboa,Fogos Vendidos,1146
2011/3 Trimestre,Loures,Fogos Vendidos,215
2011/3 Trimestre,Mafra,Fogos Vendidos,140
2011/3 Trimestre,Oeiras,Fogos Vendidos,293
2011/3 Trimestre,Sintra,Fogos Vendidos,542
2011/3 Trimestre,Vila Franca de Xira,Fogos Vendidos,253
2011/3 Trimestre,Amadora,Fogos Vendidos,225
2011/3 Trimestre,Odivelas,Fogos Vendidos,192
2011/3 Trimestre,Maia,Fogos Vendidos,245
2011/3 Trimestre,Matosinhos,Fogos Vendidos,414
2011/3 Trimestre,Porto,Fogos Vendidos,907
2011/3 Trimestre,Póvoa de Varzim,Fogos Vendidos,209
2011/3 Trimestre,Vila do Conde,Fogos Vendidos,220
2011/3 Trimestre,Vila Nova de Gaia,Fogos Vendidos,708
2011/3 Trimestre,Almada,Fogos Vendidos,297
2011/3 Trimestre,Barreiro,Fogos Vendidos,123
2011/3 Trimestre,Moita,Fogos Vendidos,75
2011/3 Trimestre,Montijo,Fogos Vendidos,124
2011/3 Trimestre,Palmela,Fogos Vendidos,121
2011/3 Trimestre,Seixal,Fogos Vendidos,254
2011/3 Trimestre,Sesimbra,Fogos Vendidos,135
2011/3 Trimestre,Setúbal,Fogos Vendidos,192
2011/4 Trimestre,Cascais,Preço de Venda / m2,1419
2011/4 Trimestre,Lisboa,Preço de Venda / m2,1770
2011/4 Trimestre,Loures,Preço de Venda / m2,1349
2011/4 Trimestre,Mafra,Preço de Venda / m2,1049
2011/4 Trimestre,Oeiras,Preço de Venda / m2,1354
2011/4 Trimestre,Sintra,Preço de Venda / m2,954
2011/4 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1208
2011/4 Trimestre,Amadora,Preço de Venda / m2,960
2011/4 Trimestre,Odivelas,Preço de Venda / m2,1126
2011/4 Trimestre,Almada,Preço de Venda / m2,1282
2011/4 Trimestre,Montijo,Preço de Venda / m2,1055
2011/4 Trimestre,Palmela,Preço de Venda / m2,883
2011/4 Trimestre,Seixal,Preço de Venda / m2,1053
2011/4 Trimestre,Setúbal,Preço de Venda / m2,784
2011/4 Trimestre,Gondomar,Preço de Venda / m2,699
2011/4 Trimestre,Maia,Preço de Venda / m2,834
2011/4 Trimestre,Matosinhos,Preço de Venda / m2,1175
2011/4 Trimestre,Porto,Preço de Venda / m2,1202
2011/4 Trimestre,Póvoa de Varzim,Preço de Venda / m2,719
2011/4 Trimestre,Valongo,Preço de Venda / m2,518
2011/4 Trimestre,Vila do Conde,Preço de Venda / m2,619
2011/4 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,856
2011/4 Trimestre,Cascais,Fogos Vendidos,406
2011/4 Trimestre,Lisboa,Fogos Vendidos,1375
2011/4 Trimestre,Loures,Fogos Vendidos,234
2011/4 Trimestre,Mafra,Fogos Vendidos,164
2011/4 Trimestre,Oeiras,Fogos Vendidos,256
2011/4 Trimestre,Sintra,Fogos Vendidos,580
2011/4 Trimestre,Vila Franca de Xira,Fogos Vendidos,208
2011/4 Trimestre,Amadora,Fogos Vendidos,223
2011/4 Trimestre,Odivelas,Fogos Vendidos,188
2011/4 Trimestre,Gondomar,Fogos Vendidos,233
2011/4 Trimestre,Maia,Fogos Vendidos,280
2011/4 Trimestre,Matosinhos,Fogos Vendidos,339
2011/4 Trimestre,Porto,Fogos Vendidos,1421
2011/4 Trimestre,Póvoa de Varzim,Fogos Vendidos,154
2011/4 Trimestre,Valongo,Fogos Vendidos,172
2011/4 Trimestre,Vila do Conde,Fogos Vendidos,144
2011/4 Trimestre,Vila Nova de Gaia,Fogos Vendidos,562
2011/4 Trimestre,Almada,Fogos Vendidos,340
2011/4 Trimestre,Montijo,Fogos Vendidos,117
2011/4 Trimestre,Palmela,Fogos Vendidos,88
2011/4 Trimestre,Seixal,Fogos Vendidos,296
2011/4 Trimestre,Setúbal,Fogos Vendidos,190
2012/1 Trimestre,Cascais,Preço de Venda / m2,1422
2012/1 Trimestre,Lisboa,Preço de Venda / m2,1712
2012/1 Trimestre,Loures,Preço de Venda / m2,1048
2012/1 Trimestre,Mafra,Preço de Venda / m2,972
2012/1 Trimestre,Oeiras,Preço de Venda / m2,1407
2012/1 Trimestre,Sintra,Preço de Venda / m2,934
2012/1 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1104
2012/1 Trimestre,Amadora,Preço de Venda / m2,1022
2012/1 Trimestre,Odivelas,Preço de Venda / m2,1158
2012/1 Trimestre,Almada,Preço de Venda / m2,1003
2012/1 Trimestre,Barreiro,Preço de Venda / m2,608
2012/1 Trimestre,Seixal,Preço de Venda / m2,921
2012/1 Trimestre,Setúbal,Preço de Venda / m2,873
2012/1 Trimestre,Maia,Preço de Venda / m2,708
2012/1 Trimestre,Matosinhos,Preço de Venda / m2,1118
2012/1 Trimestre,Porto,Preço de Venda / m2,1255
2012/1 Trimestre,Póvoa de Varzim,Preço de Venda / m2,816
2012/1 Trimestre,Valongo,Preço de Venda / m2,720
2012/1 Trimestre,Vila do Conde,Preço de Venda / m2,668
2012/1 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,987
2012/1 Trimestre,Cascais,Fogos Vendidos,273
2012/1 Trimestre,Lisboa,Fogos Vendidos,1153
2012/1 Trimestre,Loures,Fogos Vendidos,251
2012/1 Trimestre,Mafra,Fogos Vendidos,93
2012/1 Trimestre,Oeiras,Fogos Vendidos,211
2012/1 Trimestre,Sintra,Fogos Vendidos,484
2012/1 Trimestre,Vila Franca de Xira,Fogos Vendidos,170
2012/1 Trimestre,Amadora,Fogos Vendidos,226
2012/1 Trimestre,Odivelas,Fogos Vendidos,131
2012/1 Trimestre,Maia,Fogos Vendidos,190
2012/1 Trimestre,Matosinhos,Fogos Vendidos,398
2012/1 Trimestre,Porto,Fogos Vendidos,828
2012/1 Trimestre,Póvoa de Varzim,Fogos Vendidos,175
2012/1 Trimestre,Valongo,Fogos Vendidos,150
2012/1 Trimestre,Vila do Conde,Fogos Vendidos,175
2012/1 Trimestre,Vila Nova de Gaia,Fogos Vendidos,535
2012/1 Trimestre,Almada,Fogos Vendidos,248
2012/1 Trimestre,Barreiro,Fogos Vendidos,100
2012/1 Trimestre,Seixal,Fogos Vendidos,196
2012/1 Trimestre,Setúbal,Fogos Vendidos,297
2012/2 Trimestre,Cascais,Preço de Venda / m2,1452
2012/2 Trimestre,Lisboa,Preço de Venda / m2,1752
2012/2 Trimestre,Loures,Preço de Venda / m2,1039
2012/2 Trimestre,Mafra,Preço de Venda / m2,909
2012/2 Trimestre,Oeiras,Preço de Venda / m2,1333
2012/2 Trimestre,Sintra,Preço de Venda / m2,943
2012/2 Trimestre,Vila Franca de Xira,Preço de Venda / m2,1055
2012/2 Trimestre,Amadora,Preço de Venda / m2,905
2012/2 Trimestre,Odivelas,Preço de Venda / m2,987
2012/2 Trimestre,Almada,Preço de Venda / m2,938
2012/2 Trimestre,Barreiro,Preço de Venda / m2,836
2012/2 Trimestre,Seixal,Preço de Venda / m2,838
2012/2 Trimestre,Sesimbra,Preço de Venda / m2,1112
2012/2 Trimestre,Setúbal,Preço de Venda / m2,831
2012/2 Trimestre,Maia,Preço de Venda / m2,802
2012/2 Trimestre,Matosinhos,Preço de Venda / m2,1167
2012/2 Trimestre,Porto,Preço de Venda / m2,1210
2012/2 Trimestre,Póvoa de Varzim,Preço de Venda / m2,1025
2012/2 Trimestre,Valongo,Preço de Venda / m2,640
2012/2 Trimestre,Vila do Conde,Preço de Venda / m2,810
2012/2 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,830
2012/2 Trimestre,Cascais,Fogos Vendidos,295
2012/2 Trimestre,Lisboa,Fogos Vendidos,1163
2012/2 Trimestre,Loures,Fogos Vendidos,232
2012/2 Trimestre,Mafra,Fogos Vendidos,156
2012/2 Trimestre,Oeiras,Fogos Vendidos,233
2012/2 Trimestre,Sintra,Fogos Vendidos,573
2012/2 Trimestre,Vila Franca de Xira,Fogos Vendidos,156
2012/2 Trimestre,Amadora,Fogos Vendidos,287
2012/2 Trimestre,Odivelas,Fogos Vendidos,157
2012/2 Trimestre,Maia,Fogos Vendidos,281
2012/2 Trimestre,Matosinhos,Fogos Vendidos,314
2012/2 Trimestre,Porto,Fogos Vendidos,771
2012/2 Trimestre,Póvoa de Varzim,Fogos Vendidos,186
2012/2 Trimestre,Valongo,Fogos Vendidos,199
2012/2 Trimestre,Vila do Conde,Fogos Vendidos,180
2012/2 Trimestre,Vila Nova de Gaia,Fogos Vendidos,758
2012/2 Trimestre,Almada,Fogos Vendidos,288
2012/2 Trimestre,Barreiro,Fogos Vendidos,123
2012/2 Trimestre,Seixal,Fogos Vendidos,213
2012/2 Trimestre,Sesimbra,Fogos Vendidos,99
2012/2 Trimestre,Setúbal,Fogos Vendidos,186
2012/3 Trimestre,Cascais,Preço de Venda / m2,1424
2012/3 Trimestre,Lisboa,Preço de Venda / m2,1713
2012/3 Trimestre,Loures,Preço de Venda / m2,1137
2012/3 Trimestre,Mafra,Preço de Venda / m2,946
2012/3 Trimestre,Oeiras,Preço de Venda / m2,1326
2012/3 Trimestre,Sintra,Preço de Venda / m2,818
2012/3 Trimestre,Vila Franca de Xira,Preço de Venda / m2,979
2012/3 Trimestre,Amadora,Preço de Venda / m2,1001
2012/3 Trimestre,Odivelas,Preço de Venda / m2,1032
2012/3 Trimestre,Almada,Preço de Venda / m2,905
2012/3 Trimestre,Palmela,Preço de Venda / m2,922
2012/3 Trimestre,Seixal,Preço de Venda / m2,981
2012/3 Trimestre,Sesimbra,Preço de Venda / m2,1067
2012/3 Trimestre,Setúbal,Preço de Venda / m2,808
2012/3 Trimestre,Gondomar,Preço de Venda / m2,872
2012/3 Trimestre,Maia,Preço de Venda / m2,688
2012/3 Trimestre,Matosinhos,Preço de Venda / m2,946
2012/3 Trimestre,Porto,Preço de Venda / m2,976
2012/3 Trimestre,Póvoa de Varzim,Preço de Venda / m2,1086
2012/3 Trimestre,Valongo,Preço de Venda / m2,606
2012/3 Trimestre,Vila Nova de Gaia,Preço de Venda / m2,876
2012/3 Trimestre,Cascais,Fogos Vendidos,291
2012/3 Trimestre,Lisboa,Fogos Vendidos,1038
2012/3 Trimestre,Loures,Fogos Vendidos,217
2012/3 Trimestre,Mafra,Fogos Vendidos,127
2012/3 Trimestre,Oeiras,Fogos Vendidos,190
2012/3 Trimestre,Sintra,Fogos Vendidos,445
2012/3 Trimestre,Vila Franca de Xira,Fogos Vendidos,141
2012/3 Trimestre,Amadora,Fogos Vendidos,216
2012/3 Trimestre,Odivelas,Fogos Vendidos,131
2012/3 Trimestre,Gondomar,Fogos Vendidos,214
2012/3 Trimestre,Maia,Fogos Vendidos,231
2012/3 Trimestre,Matosinhos,Fogos Vendidos,361
2012/3 Trimestre,Porto,Fogos Vendidos,631
2012/3 Trimestre,Póvoa de Varzim,Fogos Vendidos,170
2012/3 Trimestre,Valongo,Fogos Vendidos,208
2012/3 Trimestre,Vila Nova de Gaia,Fogos Vendidos,540
2012/3 Trimestre,Almada,Fogos Vendidos,244
2012/3 Trimestre,Palmela,Fogos Vendidos,75
2012/3 Trimestre,Seixal,Fogos Vendidos,228
2012/3 Trimestre,Sesimbra,Fogos Vendidos,108
2012/3 Trimestre,Setúbal,Fogos Vendidos,174
2012/4 Trimestre,Cascais,Preço de Venda / m2,1342
2012/4 Trimestre,Lisboa,Preço de Venda / m2,1634
