data,concelho,var,n
2011/3 Trimestre,Maia,Fogos em Oferta,1982
2011/3 Trimestre,Matosinhos,Fogos em Oferta,3990
2011/3 Trimestre,Porto,Fogos em Oferta,8858
2011/3 Trimestre,Póvoa de Varzim,Fogos em Oferta,895
2011/3 Trimestre,Valongo,Fogos em Oferta,1224
2011/3 Trimestre,Vila do Conde,Fogos em Oferta,848
2011/3 Trimestre,Vila Nova de Gaia,Fogos em Oferta,4475
2011/3 Trimestre,Cascais,Valor de Oferta / m2,2073
2011/3 Trimestre,Lisboa,Valor de Oferta / m2,2669
2011/3 Trimestre,Loures,Valor de Oferta / m2,1512
2011/3 Trimestre,Mafra,Valor de Oferta / m2,1141
2011/3 Trimestre,Oeiras,Valor de Oferta / m2,1877
2011/3 Trimestre,Sintra,Valor de Oferta / m2,1296
2011/3 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1249
2011/3 Trimestre,Amadora,Valor de Oferta / m2,1493
2011/3 Trimestre,Odivelas,Valor de Oferta / m2,1453
2011/3 Trimestre,Alcochete,Valor de Oferta / m2,1145
2011/3 Trimestre,Almada,Valor de Oferta / m2,1420
2011/3 Trimestre,Barreiro,Valor de Oferta / m2,1177
2011/3 Trimestre,Moita,Valor de Oferta / m2,987
2011/3 Trimestre,Montijo,Valor de Oferta / m2,1053
2011/3 Trimestre,Palmela,Valor de Oferta / m2,1133
2011/3 Trimestre,Seixal,Valor de Oferta / m2,1230
2011/3 Trimestre,Sesimbra,Valor de Oferta / m2,1489
2011/3 Trimestre,Setúbal,Valor de Oferta / m2,1166
2011/3 Trimestre,Espinho,Valor de Oferta / m2,1287
2011/3 Trimestre,Gondomar,Valor de Oferta / m2,988
2011/3 Trimestre,Maia,Valor de Oferta / m2,1077
2011/3 Trimestre,Matosinhos,Valor de Oferta / m2,1581
2011/3 Trimestre,Porto,Valor de Oferta / m2,1848
2011/3 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1051
2011/3 Trimestre,Valongo,Valor de Oferta / m2,902
2011/3 Trimestre,Vila do Conde,Valor de Oferta / m2,988
2011/3 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1170
2011/4 Trimestre,Cascais,Fogos em Oferta,4635
2011/4 Trimestre,Lisboa,Fogos em Oferta,9865
2011/4 Trimestre,Loures,Fogos em Oferta,2763
2011/4 Trimestre,Mafra,Fogos em Oferta,1205
2011/4 Trimestre,Oeiras,Fogos em Oferta,3448
2011/4 Trimestre,Sintra,Fogos em Oferta,3745
2011/4 Trimestre,Vila Franca de Xira,Fogos em Oferta,3206
2011/4 Trimestre,Amadora,Fogos em Oferta,2818
2011/4 Trimestre,Odivelas,Fogos em Oferta,1919
2011/4 Trimestre,Alcochete,Fogos em Oferta,92
2011/4 Trimestre,Almada,Fogos em Oferta,3051
2011/4 Trimestre,Barreiro,Fogos em Oferta,101
2011/4 Trimestre,Moita,Fogos em Oferta,158
2011/4 Trimestre,Montijo,Fogos em Oferta,437
2011/4 Trimestre,Palmela,Fogos em Oferta,463
2011/4 Trimestre,Seixal,Fogos em Oferta,2862
2011/4 Trimestre,Sesimbra,Fogos em Oferta,719
2011/4 Trimestre,Setúbal,Fogos em Oferta,1000
2011/4 Trimestre,Espinho,Fogos em Oferta,131
2011/4 Trimestre,Gondomar,Fogos em Oferta,3258
2011/4 Trimestre,Maia,Fogos em Oferta,1911
2011/4 Trimestre,Matosinhos,Fogos em Oferta,3723
2011/4 Trimestre,Porto,Fogos em Oferta,8293
2011/4 Trimestre,Póvoa de Varzim,Fogos em Oferta,940
2011/4 Trimestre,Valongo,Fogos em Oferta,1166
2011/4 Trimestre,Vila do Conde,Fogos em Oferta,856
2011/4 Trimestre,Vila Nova de Gaia,Fogos em Oferta,3991
2011/4 Trimestre,Cascais,Valor de Oferta / m2,2040
2011/4 Trimestre,Lisboa,Valor de Oferta / m2,2602
2011/4 Trimestre,Loures,Valor de Oferta / m2,1502
2011/4 Trimestre,Mafra,Valor de Oferta / m2,1152
2011/4 Trimestre,Oeiras,Valor de Oferta / m2,1820
2011/4 Trimestre,Sintra,Valor de Oferta / m2,1285
2011/4 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1249
2011/4 Trimestre,Amadora,Valor de Oferta / m2,1465
2011/4 Trimestre,Odivelas,Valor de Oferta / m2,1455
2011/4 Trimestre,Alcochete,Valor de Oferta / m2,1134
2011/4 Trimestre,Almada,Valor de Oferta / m2,1432
2011/4 Trimestre,Barreiro,Valor de Oferta / m2,1066
2011/4 Trimestre,Moita,Valor de Oferta / m2,963
2011/4 Trimestre,Montijo,Valor de Oferta / m2,1052
2011/4 Trimestre,Palmela,Valor de Oferta / m2,1104
2011/4 Trimestre,Seixal,Valor de Oferta / m2,1207
2011/4 Trimestre,Sesimbra,Valor de Oferta / m2,1289
2011/4 Trimestre,Setúbal,Valor de Oferta / m2,1151
2011/4 Trimestre,Espinho,Valor de Oferta / m2,1322
2011/4 Trimestre,Gondomar,Valor de Oferta / m2,953
2011/4 Trimestre,Maia,Valor de Oferta / m2,1077
2011/4 Trimestre,Matosinhos,Valor de Oferta / m2,1560
2011/4 Trimestre,Porto,Valor de Oferta / m2,1841
2011/4 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1043
2011/4 Trimestre,Valongo,Valor de Oferta / m2,894
2011/4 Trimestre,Vila do Conde,Valor de Oferta / m2,973
2011/4 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1140
2012/1 Trimestre,Cascais,Fogos em Oferta,4289
2012/1 Trimestre,Lisboa,Fogos em Oferta,8769
2012/1 Trimestre,Loures,Fogos em Oferta,2313
2012/1 Trimestre,Mafra,Fogos em Oferta,1146
2012/1 Trimestre,Oeiras,Fogos em Oferta,3165
2012/1 Trimestre,Sintra,Fogos em Oferta,3325
2012/1 Trimestre,Vila Franca de Xira,Fogos em Oferta,2335
2012/1 Trimestre,Amadora,Fogos em Oferta,2414
2012/1 Trimestre,Odivelas,Fogos em Oferta,1678
2012/1 Trimestre,Alcochete,Fogos em Oferta,45
2012/1 Trimestre,Almada,Fogos em Oferta,2214
2012/1 Trimestre,Barreiro,Fogos em Oferta,94
2012/1 Trimestre,Moita,Fogos em Oferta,132
2012/1 Trimestre,Montijo,Fogos em Oferta,251
2012/1 Trimestre,Palmela,Fogos em Oferta,440
2012/1 Trimestre,Seixal,Fogos em Oferta,2593
2012/1 Trimestre,Sesimbra,Fogos em Oferta,711
2012/1 Trimestre,Setúbal,Fogos em Oferta,996
2012/1 Trimestre,Espinho,Fogos em Oferta,130
2012/1 Trimestre,Gondomar,Fogos em Oferta,3238
2012/1 Trimestre,Maia,Fogos em Oferta,1823
2012/1 Trimestre,Matosinhos,Fogos em Oferta,3616
2012/1 Trimestre,Porto,Fogos em Oferta,8096
2012/1 Trimestre,Póvoa de Varzim,Fogos em Oferta,914
2012/1 Trimestre,Valongo,Fogos em Oferta,1163
2012/1 Trimestre,Vila do Conde,Fogos em Oferta,837
2012/1 Trimestre,Vila Nova de Gaia,Fogos em Oferta,3640
2012/1 Trimestre,Cascais,Valor de Oferta / m2,2053
2012/1 Trimestre,Lisboa,Valor de Oferta / m2,2577
2012/1 Trimestre,Loures,Valor de Oferta / m2,1503
2012/1 Trimestre,Mafra,Valor de Oferta / m2,1152
2012/1 Trimestre,Oeiras,Valor de Oferta / m2,1796
2012/1 Trimestre,Sintra,Valor de Oferta / m2,1296
2012/1 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1237
2012/1 Trimestre,Amadora,Valor de Oferta / m2,1475
2012/1 Trimestre,Odivelas,Valor de Oferta / m2,1446
2012/1 Trimestre,Alcochete,Valor de Oferta / m2,1059
2012/1 Trimestre,Almada,Valor de Oferta / m2,1432
2012/1 Trimestre,Barreiro,Valor de Oferta / m2,1066
2012/1 Trimestre,Moita,Valor de Oferta / m2,995
2012/1 Trimestre,Montijo,Valor de Oferta / m2,1005
2012/1 Trimestre,Palmela,Valor de Oferta / m2,1104
2012/1 Trimestre,Seixal,Valor de Oferta / m2,1199
2012/1 Trimestre,Sesimbra,Valor de Oferta / m2,1285
2012/1 Trimestre,Setúbal,Valor de Oferta / m2,1154
2012/1 Trimestre,Espinho,Valor de Oferta / m2,1326
2012/1 Trimestre,Gondomar,Valor de Oferta / m2,953
2012/1 Trimestre,Maia,Valor de Oferta / m2,1069
2012/1 Trimestre,Matosinhos,Valor de Oferta / m2,1531
2012/1 Trimestre,Porto,Valor de Oferta / m2,1838
2012/1 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1041
2012/1 Trimestre,Valongo,Valor de Oferta / m2,893
2012/1 Trimestre,Vila do Conde,Valor de Oferta / m2,973
2012/1 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1144
2012/2 Trimestre,Cascais,Fogos em Oferta,4044
2012/2 Trimestre,Lisboa,Fogos em Oferta,8697
2012/2 Trimestre,Loures,Fogos em Oferta,2313
2012/2 Trimestre,Mafra,Fogos em Oferta,1095
2012/2 Trimestre,Oeiras,Fogos em Oferta,3104
2012/2 Trimestre,Sintra,Fogos em Oferta,2849
2012/2 Trimestre,Vila Franca de Xira,Fogos em Oferta,2212
2012/2 Trimestre,Amadora,Fogos em Oferta,2333
2012/2 Trimestre,Odivelas,Fogos em Oferta,1654
2012/2 Trimestre,Alcochete,Fogos em Oferta,26
2012/2 Trimestre,Almada,Fogos em Oferta,1486
2012/2 Trimestre,Barreiro,Fogos em Oferta,73
2012/2 Trimestre,Moita,Fogos em Oferta,122
2012/2 Trimestre,Montijo,Fogos em Oferta,202
2012/2 Trimestre,Palmela,Fogos em Oferta,386
2012/2 Trimestre,Seixal,Fogos em Oferta,1758
2012/2 Trimestre,Sesimbra,Fogos em Oferta,514
2012/2 Trimestre,Setúbal,Fogos em Oferta,808
2012/2 Trimestre,Espinho,Fogos em Oferta,149
2012/2 Trimestre,Gondomar,Fogos em Oferta,3509
2012/2 Trimestre,Maia,Fogos em Oferta,2507
2012/2 Trimestre,Matosinhos,Fogos em Oferta,3626
2012/2 Trimestre,Porto,Fogos em Oferta,8758
2012/2 Trimestre,Póvoa de Varzim,Fogos em Oferta,944
2012/2 Trimestre,Valongo,Fogos em Oferta,1485
2012/2 Trimestre,Vila do Conde,Fogos em Oferta,904
2012/2 Trimestre,Vila Nova de Gaia,Fogos em Oferta,4025
2012/2 Trimestre,Cascais,Valor de Oferta / m2,2068
2012/2 Trimestre,Lisboa,Valor de Oferta / m2,2619
2012/2 Trimestre,Loures,Valor de Oferta / m2,1525
2012/2 Trimestre,Mafra,Valor de Oferta / m2,1164
2012/2 Trimestre,Oeiras,Valor de Oferta / m2,1813
2012/2 Trimestre,Sintra,Valor de Oferta / m2,1332
2012/2 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1240
2012/2 Trimestre,Amadora,Valor de Oferta / m2,1498
2012/2 Trimestre,Odivelas,Valor de Oferta / m2,1448
2012/2 Trimestre,Alcochete,Valor de Oferta / m2,1050
2012/2 Trimestre,Almada,Valor de Oferta / m2,1517
2012/2 Trimestre,Barreiro,Valor de Oferta / m2,1051
2012/2 Trimestre,Moita,Valor de Oferta / m2,996
2012/2 Trimestre,Montijo,Valor de Oferta / m2,1012
2012/2 Trimestre,Palmela,Valor de Oferta / m2,1072
2012/2 Trimestre,Seixal,Valor de Oferta / m2,1218
2012/2 Trimestre,Sesimbra,Valor de Oferta / m2,1323
2012/2 Trimestre,Setúbal,Valor de Oferta / m2,1118
2012/2 Trimestre,Espinho,Valor de Oferta / m2,1300
2012/2 Trimestre,Gondomar,Valor de Oferta / m2,932
2012/2 Trimestre,Maia,Valor de Oferta / m2,1058
2012/2 Trimestre,Matosinhos,Valor de Oferta / m2,1526
2012/2 Trimestre,Porto,Valor de Oferta / m2,1817
2012/2 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1039
2012/2 Trimestre,Valongo,Valor de Oferta / m2,861
2012/2 Trimestre,Vila do Conde,Valor de Oferta / m2,978
2012/2 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1108
2012/3 Trimestre,Cascais,Fogos em Oferta,4387
2012/3 Trimestre,Lisboa,Fogos em Oferta,9118
2012/3 Trimestre,Loures,Fogos em Oferta,1834
2012/3 Trimestre,Mafra,Fogos em Oferta,516
2012/3 Trimestre,Oeiras,Fogos em Oferta,2325
2012/3 Trimestre,Sintra,Fogos em Oferta,3963
2012/3 Trimestre,Vila Franca de Xira,Fogos em Oferta,1999
2012/3 Trimestre,Amadora,Fogos em Oferta,1749
2012/3 Trimestre,Odivelas,Fogos em Oferta,1427
2012/3 Trimestre,Alcochete,Fogos em Oferta,76
2012/3 Trimestre,Almada,Fogos em Oferta,1329
2012/3 Trimestre,Barreiro,Fogos em Oferta,266
2012/3 Trimestre,Moita,Fogos em Oferta,311
2012/3 Trimestre,Montijo,Fogos em Oferta,272
2012/3 Trimestre,Palmela,Fogos em Oferta,466
2012/3 Trimestre,Seixal,Fogos em Oferta,1504
2012/3 Trimestre,Sesimbra,Fogos em Oferta,334
2012/3 Trimestre,Setúbal,Fogos em Oferta,535
2012/3 Trimestre,Espinho,Fogos em Oferta,157
2012/3 Trimestre,Gondomar,Fogos em Oferta,2679
2012/3 Trimestre,Maia,Fogos em Oferta,2739
2012/3 Trimestre,Matosinhos,Fogos em Oferta,2742
2012/3 Trimestre,Porto,Fogos em Oferta,7335
2012/3 Trimestre,Póvoa de Varzim,Fogos em Oferta,383
2012/3 Trimestre,Valongo,Fogos em Oferta,1497
2012/3 Trimestre,Vila do Conde,Fogos em Oferta,386
2012/3 Trimestre,Vila Nova de Gaia,Fogos em Oferta,3317
2012/3 Trimestre,Cascais,Valor de Oferta / m2,1896
2012/3 Trimestre,Lisboa,Valor de Oferta / m2,2526
2012/3 Trimestre,Loures,Valor de Oferta / m2,1516
2012/3 Trimestre,Mafra,Valor de Oferta / m2,1248
2012/3 Trimestre,Oeiras,Valor de Oferta / m2,1840
2012/3 Trimestre,Sintra,Valor de Oferta / m2,1231
2012/3 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1186
2012/3 Trimestre,Amadora,Valor de Oferta / m2,1390
2012/3 Trimestre,Odivelas,Valor de Oferta / m2,1363
2012/3 Trimestre,Alcochete,Valor de Oferta / m2,1090
2012/3 Trimestre,Almada,Valor de Oferta / m2,1342
2012/3 Trimestre,Barreiro,Valor de Oferta / m2,1011
2012/3 Trimestre,Moita,Valor de Oferta / m2,910
2012/3 Trimestre,Montijo,Valor de Oferta / m2,1011
2012/3 Trimestre,Palmela,Valor de Oferta / m2,1108
2012/3 Trimestre,Seixal,Valor de Oferta / m2,1183
2012/3 Trimestre,Sesimbra,Valor de Oferta / m2,1437
2012/3 Trimestre,Setúbal,Valor de Oferta / m2,1031
2012/3 Trimestre,Espinho,Valor de Oferta / m2,1312
2012/3 Trimestre,Gondomar,Valor de Oferta / m2,928
2012/3 Trimestre,Maia,Valor de Oferta / m2,1056
2012/3 Trimestre,Matosinhos,Valor de Oferta / m2,1463
2012/3 Trimestre,Porto,Valor de Oferta / m2,1788
2012/3 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1188
2012/3 Trimestre,Valongo,Valor de Oferta / m2,846
2012/3 Trimestre,Vila do Conde,Valor de Oferta / m2,1200
2012/3 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1113
2012/4 Trimestre,Cascais,Fogos em Oferta,4163
2012/4 Trimestre,Lisboa,Fogos em Oferta,8122
2012/4 Trimestre,Loures,Fogos em Oferta,1670
2012/4 Trimestre,Mafra,Fogos em Oferta,462
2012/4 Trimestre,Oeiras,Fogos em Oferta,2331
2012/4 Trimestre,Sintra,Fogos em Oferta,3588
2012/4 Trimestre,Vila Franca de Xira,Fogos em Oferta,1961
2012/4 Trimestre,Amadora,Fogos em Oferta,1635
2012/4 Trimestre,Odivelas,Fogos em Oferta,1319
2012/4 Trimestre,Alcochete,Fogos em Oferta,64
2012/4 Trimestre,Almada,Fogos em Oferta,1246
2012/4 Trimestre,Barreiro,Fogos em Oferta,219
2012/4 Trimestre,Moita,Fogos em Oferta,277
2012/4 Trimestre,Montijo,Fogos em Oferta,230
2012/4 Trimestre,Palmela,Fogos em Oferta,450
2012/4 Trimestre,Seixal,Fogos em Oferta,1484
2012/4 Trimestre,Sesimbra,Fogos em Oferta,280
2012/4 Trimestre,Setúbal,Fogos em Oferta,435
2012/4 Trimestre,Espinho,Fogos em Oferta,169
2012/4 Trimestre,Gondomar,Fogos em Oferta,2501
2012/4 Trimestre,Maia,Fogos em Oferta,2702
2012/4 Trimestre,Matosinhos,Fogos em Oferta,2464
2012/4 Trimestre,Porto,Fogos em Oferta,6734
2012/4 Trimestre,Póvoa de Varzim,Fogos em Oferta,369
2012/4 Trimestre,Valongo,Fogos em Oferta,1384
2012/4 Trimestre,Vila do Conde,Fogos em Oferta,333
2012/4 Trimestre,Vila Nova de Gaia,Fogos em Oferta,2930
2012/4 Trimestre,Cascais,Valor de Oferta / m2,1863
2012/4 Trimestre,Lisboa,Valor de Oferta / m2,2521
2012/4 Trimestre,Loures,Valor de Oferta / m2,1509
2012/4 Trimestre,Mafra,Valor de Oferta / m2,1220
2012/4 Trimestre,Oeiras,Valor de Oferta / m2,1812
2012/4 Trimestre,Sintra,Valor de Oferta / m2,1204
2012/4 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1188
2012/4 Trimestre,Amadora,Valor de Oferta / m2,1387
2012/4 Trimestre,Odivelas,Valor de Oferta / m2,1352
2012/4 Trimestre,Alcochete,Valor de Oferta / m2,1066
2012/4 Trimestre,Almada,Valor de Oferta / m2,1343
2012/4 Trimestre,Barreiro,Valor de Oferta / m2,989
2012/4 Trimestre,Moita,Valor de Oferta / m2,930
2012/4 Trimestre,Montijo,Valor de Oferta / m2,993
2012/4 Trimestre,Palmela,Valor de Oferta / m2,1067
2012/4 Trimestre,Seixal,Valor de Oferta / m2,1156
2012/4 Trimestre,Sesimbra,Valor de Oferta / m2,1382
2012/4 Trimestre,Setúbal,Valor de Oferta / m2,1015
2012/4 Trimestre,Espinho,Valor de Oferta / m2,1303
2012/4 Trimestre,Gondomar,Valor de Oferta / m2,923
2012/4 Trimestre,Maia,Valor de Oferta / m2,1049
2012/4 Trimestre,Matosinhos,Valor de Oferta / m2,1468
2012/4 Trimestre,Porto,Valor de Oferta / m2,1776
2012/4 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1220
2012/4 Trimestre,Valongo,Valor de Oferta / m2,849
2012/4 Trimestre,Vila do Conde,Valor de Oferta / m2,1155
2012/4 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1099
2013/1 Trimestre,Lisboa,Fogos em Oferta,9507
2013/1 Trimestre,Cascais,Fogos em Oferta,4208
2013/1 Trimestre,Loures,Fogos em Oferta,1771
2013/1 Trimestre,Mafra,Fogos em Oferta,518
2013/1 Trimestre,Oeiras,Fogos em Oferta,2928
2013/1 Trimestre,Sintra,Fogos em Oferta,3779
2013/1 Trimestre,Vila Franca de Xira,Fogos em Oferta,2005
2013/1 Trimestre,Amadora,Fogos em Oferta,2279
2013/1 Trimestre,Odivelas,Fogos em Oferta,1152
2013/1 Trimestre,Alcochete,Fogos em Oferta,116
2013/1 Trimestre,Almada,Fogos em Oferta,1622
2013/1 Trimestre,Barreiro,Fogos em Oferta,265
2013/1 Trimestre,Moita,Fogos em Oferta,310
2013/1 Trimestre,Montijo,Fogos em Oferta,303
2013/1 Trimestre,Palmela,Fogos em Oferta,458
2013/1 Trimestre,Seixal,Fogos em Oferta,1901
2013/1 Trimestre,Sesimbra,Fogos em Oferta,461
2013/1 Trimestre,Setúbal,Fogos em Oferta,621
2013/1 Trimestre,Espinho,Fogos em Oferta,175
2013/1 Trimestre,Gondomar,Fogos em Oferta,2512
2013/1 Trimestre,Maia,Fogos em Oferta,2739
2013/1 Trimestre,Matosinhos,Fogos em Oferta,2508
2013/1 Trimestre,Porto,Fogos em Oferta,6796
2013/1 Trimestre,Póvoa de Varzim,Fogos em Oferta,371
2013/1 Trimestre,Valongo,Fogos em Oferta,1445
2013/1 Trimestre,Vila do Conde,Fogos em Oferta,339
2013/1 Trimestre,Vila Nova de Gaia,Fogos em Oferta,3053
2013/1 Trimestre,Cascais,Valor de Oferta / m2,1874
2013/1 Trimestre,Lisboa,Valor de Oferta / m2,2481
2013/1 Trimestre,Loures,Valor de Oferta / m2,1472
2013/1 Trimestre,Mafra,Valor de Oferta / m2,1185
2013/1 Trimestre,Oeiras,Valor de Oferta / m2,1672
2013/1 Trimestre,Sintra,Valor de Oferta / m2,1191
2013/1 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1161
2013/1 Trimestre,Amadora,Valor de Oferta / m2,1340
2013/1 Trimestre,Odivelas,Valor de Oferta / m2,1374
2013/1 Trimestre,Alcochete,Valor de Oferta / m2,1067
2013/1 Trimestre,Almada,Valor de Oferta / m2,1302
2013/1 Trimestre,Barreiro,Valor de Oferta / m2,980
2013/1 Trimestre,Moita,Valor de Oferta / m2,920
2013/1 Trimestre,Montijo,Valor de Oferta / m2,962
2013/1 Trimestre,Palmela,Valor de Oferta / m2,1070
2013/1 Trimestre,Seixal,Valor de Oferta / m2,1130
2013/1 Trimestre,Sesimbra,Valor de Oferta / m2,1230
2013/1 Trimestre,Setúbal,Valor de Oferta / m2,1010
2013/1 Trimestre,Espinho,Valor de Oferta / m2,1311
2013/1 Trimestre,Gondomar,Valor de Oferta / m2,912
2013/1 Trimestre,Maia,Valor de Oferta / m2,1045
2013/1 Trimestre,Matosinhos,Valor de Oferta / m2,1462
2013/1 Trimestre,Porto,Valor de Oferta / m2,1779
2013/1 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1217
2013/1 Trimestre,Valongo,Valor de Oferta / m2,849
2013/1 Trimestre,Vila do Conde,Valor de Oferta / m2,1161
2013/1 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1100
2013/2 Trimestre,Cascais,Fogos em Oferta,4261
2013/2 Trimestre,Lisboa,Fogos em Oferta,9893
2013/2 Trimestre,Loures,Fogos em Oferta,1783
2013/2 Trimestre,Mafra,Fogos em Oferta,492
2013/2 Trimestre,Oeiras,Fogos em Oferta,2974
2013/2 Trimestre,Sintra,Fogos em Oferta,3720
2013/2 Trimestre,Vila Franca de Xira,Fogos em Oferta,1990
2013/2 Trimestre,Amadora,Fogos em Oferta,2117
2013/2 Trimestre,Odivelas,Fogos em Oferta,1120
2013/2 Trimestre,Alcochete,Fogos em Oferta,119
2013/2 Trimestre,Almada,Fogos em Oferta,1764
2013/2 Trimestre,Barreiro,Fogos em Oferta,264
2013/2 Trimestre,Moita,Fogos em Oferta,295
2013/2 Trimestre,Montijo,Fogos em Oferta,310
2013/2 Trimestre,Palmela,Fogos em Oferta,528
2013/2 Trimestre,Seixal,Fogos em Oferta,1968
2013/2 Trimestre,Sesimbra,Fogos em Oferta,452
2013/2 Trimestre,Setúbal,Fogos em Oferta,595
2013/2 Trimestre,Espinho,Fogos em Oferta,172
2013/2 Trimestre,Gondomar,Fogos em Oferta,2153
2013/2 Trimestre,Maia,Fogos em Oferta,2764
2013/2 Trimestre,Matosinhos,Fogos em Oferta,2389
2013/2 Trimestre,Porto,Fogos em Oferta,6283
2013/2 Trimestre,Póvoa de Varzim,Fogos em Oferta,1903
2013/2 Trimestre,Valongo,Fogos em Oferta,1210
2013/2 Trimestre,Vila do Conde,Fogos em Oferta,359
2013/2 Trimestre,Vila Nova de Gaia,Fogos em Oferta,2856
2013/2 Trimestre,Cascais,Valor de Oferta / m2,1861
2013/2 Trimestre,Lisboa,Valor de Oferta / m2,2549
2013/2 Trimestre,Loures,Valor de Oferta / m2,1517
2013/2 Trimestre,Mafra,Valor de Oferta / m2,1180
2013/2 Trimestre,Oeiras,Valor de Oferta / m2,1654
2013/2 Trimestre,Sintra,Valor de Oferta / m2,1185
2013/2 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1145
2013/2 Trimestre,Amadora,Valor de Oferta / m2,1341
2013/2 Trimestre,Odivelas,Valor de Oferta / m2,1375
2013/2 Trimestre,Alcochete,Valor de Oferta / m2,1048
2013/2 Trimestre,Almada,Valor de Oferta / m2,1297
2013/2 Trimestre,Barreiro,Valor de Oferta / m2,974
2013/2 Trimestre,Moita,Valor de Oferta / m2,911
2013/2 Trimestre,Montijo,Valor de Oferta / m2,950
2013/2 Trimestre,Palmela,Valor de Oferta / m2,1081
2013/2 Trimestre,Seixal,Valor de Oferta / m2,1129
2013/2 Trimestre,Sesimbra,Valor de Oferta / m2,1276
2013/2 Trimestre,Setúbal,Valor de Oferta / m2,977
2013/2 Trimestre,Espinho,Valor de Oferta / m2,1306
2013/2 Trimestre,Gondomar,Valor de Oferta / m2,911
2013/2 Trimestre,Maia,Valor de Oferta / m2,1047
2013/2 Trimestre,Matosinhos,Valor de Oferta / m2,1445
2013/2 Trimestre,Porto,Valor de Oferta / m2,1818
2013/2 Trimestre,Póvoa de Varzim,Valor de Oferta / m2,1219
2013/2 Trimestre,Valongo,Valor de Oferta / m2,850
2013/2 Trimestre,Vila do Conde,Valor de Oferta / m2,1172
2013/2 Trimestre,Vila Nova de Gaia,Valor de Oferta / m2,1101
2013/3 Trimestre,Cascais,Fogos em Oferta,4079
2013/3 Trimestre,Lisboa,Fogos em Oferta,8937
2013/3 Trimestre,Loures,Fogos em Oferta,1701
2013/3 Trimestre,Mafra,Fogos em Oferta,489
2013/3 Trimestre,Oeiras,Fogos em Oferta,2891
2013/3 Trimestre,Sintra,Fogos em Oferta,3281
2013/3 Trimestre,Vila Franca de Xira,Fogos em Oferta,1950
2013/3 Trimestre,Amadora,Fogos em Oferta,1390
2013/3 Trimestre,Odivelas,Fogos em Oferta,1037
2013/3 Trimestre,Alcochete,Fogos em Oferta,100
2013/3 Trimestre,Almada,Fogos em Oferta,1555
2013/3 Trimestre,Barreiro,Fogos em Oferta,170
2013/3 Trimestre,Moita,Fogos em Oferta,247
2013/3 Trimestre,Montijo,Fogos em Oferta,290
2013/3 Trimestre,Palmela,Fogos em Oferta,372
2013/3 Trimestre,Seixal,Fogos em Oferta,1782
2013/3 Trimestre,Sesimbra,Fogos em Oferta,415
2013/3 Trimestre,Setúbal,Fogos em Oferta,585
2013/3 Trimestre,Espinho,Fogos em Oferta,128
2013/3 Trimestre,Gondomar,Fogos em Oferta,2031
2013/3 Trimestre,Maia,Fogos em Oferta,2742
2013/3 Trimestre,Matosinhos,Fogos em Oferta,2314
2013/3 Trimestre,Porto,Fogos em Oferta,5985
2013/3 Trimestre,Póvoa de Varzim,Fogos em Oferta,1951
2013/3 Trimestre,Valongo,Fogos em Oferta,1137
2013/3 Trimestre,Vila do Conde,Fogos em Oferta,565
2013/3 Trimestre,Vila Nova de Gaia,Fogos em Oferta,2632
2013/3 Trimestre,Cascais,Valor de Oferta / m2,1836
2013/3 Trimestre,Lisboa,Valor de Oferta / m2,2527
2013/3 Trimestre,Loures,Valor de Oferta / m2,1520
2013/3 Trimestre,Mafra,Valor de Oferta / m2,1175
2013/3 Trimestre,Oeiras,Valor de Oferta / m2,1646
2013/3 Trimestre,Sintra,Valor de Oferta / m2,1191
2013/3 Trimestre,Vila Franca de Xira,Valor de Oferta / m2,1148
2013/3 Trimestre,Amadora,Valor de Oferta / m2,1306
2013/3 Trimestre,Odivelas,Valor de Oferta / m2,1372
2013/3 Trimestre,Alcochete,Valor de Oferta / m2,981
2013/3 Trimestre,Almada,Valor de Oferta / m2,1275
2013/3 Trimestre,Barreiro,Valor de Oferta / m2,952
2013/3 Trimestre,Moita,Valor de Oferta / m2,931
2013/3 Trimestre,Montijo,Valor de Oferta / m2,954
2013/3 Trimestre,Palmela,Valor de Oferta / m2,1041
